stairs_1627_0.mcap  时长 112 s  Odometry 1124  IMU 22300  关节 22299  cmd 1611  climb_mode [(np.float64(43.5), 2)]
    t     Δz    行程   vx令   roll  pitch    yaw | 轮速 fl fr hl hr (rad/s) | 轮力矩 |均| fl fr hl hr | 堵转%(|τ|>6&|v|<1) | 膝 fl fr hl hr
   90  +3.18 14.29  0.01   -0.2   +0.8  -93.1 |  -0.0  -0.0  +0.2  +0.1 |  0.3  0.9  0.7  0.3 |    0    0    0    0 | +2.14 -2.16 -2.18 +2.13
   92  +3.18 14.33  0.16   -0.2   +0.3  -91.1 |  -0.5  +1.2  -0.8  +1.0 |  0.3  1.1  0.8  0.5 |    0    0    0    0 | +2.09 -2.16 -2.16 +2.09
   94  +3.18 14.33  0.00   +0.8   +4.2  -75.5 |  +0.3  +0.5  +1.1  -0.3 |  0.7  2.4  1.5  0.4 |    0    0    0    0 | +2.18 -2.24 -2.29 +2.04
   96  +3.20 14.37  0.00   -1.1   -0.0  -78.2 |  -0.5  -0.2  +0.1  -0.2 |  0.3  0.7  0.4  0.3 |    0    0    0    0 | +2.16 -2.07 -2.12 +2.16
   98  +3.19 14.37  0.05   -0.7   -2.6  -85.6 |  -0.2  -0.1  -0.1  -0.1 |  0.4  0.4  0.3  0.3 |    0    0    0    0 | +2.13 -2.01 -2.07 +2.13
  100  +3.14 14.46  0.21   +1.2   -1.0  -87.1 |  -3.2  +2.9  -1.9  +2.0 |  0.4  0.4  0.3  0.6 |    0    0    0    0 | +1.37 -1.31 -1.48 +1.50
  102  +3.21 14.53  0.00   +0.2   -2.4  -82.8 |  +0.9  -0.5  -0.3  +0.4 |  0.6  0.5  0.6  0.3 |    0    0    0    0 | +2.07 -2.10 -2.08 +2.07
  104  +3.20 14.53  0.00   -0.4   -3.0  -96.5 |  -0.5  +0.0  +0.2  -1.2 |  0.9  0.6  0.5  0.7 |    0    0    0    0 | +2.16 -1.83 -1.92 +2.19
  106  +3.19 14.48  0.00   +1.0   -4.8 -106.4 |  +0.0  -0.6  -0.1  +0.0 |  0.9  0.5  0.4  0.8 |    0    0    0    0 | +2.12 -1.90 -1.97 +2.12
  108  +3.20 14.47  0.00   +1.4   -2.9  -89.4 |  +0.2  +0.6  -0.1  +0.7 |  0.6  1.8  1.7  0.5 |    0    0    0    0 | +2.03 -2.31 -2.29 +2.02
  110  +3.20 14.47  0.07   +1.1   -2.3  -84.5 |  -0.7  +1.6  -0.2  +0.5 |  0.3  1.9  1.4  0.5 |    0    0    0    0 | +2.01 -2.26 -2.25 +1.99
  112  +3.16 14.49  0.25   +1.7   -0.7  -74.0 |  -5.9  +5.4  -2.0  +2.5 |  0.2  2.9  1.2  0.4 |    0    0    0    0 | +1.53 -1.91 -1.99 +1.57
