时长 78 s  climb_mode 事件: [(np.float64(6.2), 2), (np.float64(6.2), 0), (np.float64(6.6), 2), (np.float64(17.3), 0), (np.float64(75.7), 0)]
/hmap_info 5 列取值范围: c0 0.03743~0.6524  c1 5.213e-05~0.0003279  c2 15~31  c3 0.0006102~0.1207  c4 10.6~13.93
   t   vx令   wz令   LIOz LIOdz/s  LIOyaw IMUroll  pitch | 轮力矩|均| fl fr hl hr | 堵转%(|τ|>6&|v|<1) | raw空洞% raw墙格% 填图墙格% 填图帧跳p95 | hmap_info hole_rate map_coverage frames cloud_age tilt_deg
  59  0.00  0.00 -16.23   +0.06    44.3    -0.5   -2.3 |  0.3  0.2  0.2  0.2 |    0    0    0    0 |   19.3   30.7   35.4   0.12 | 0.193 0.000172 22.3 0.0272 12.4
  60  0.00  0.00 -16.23   -0.06    45.6    +0.2   -3.0 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   21.3   27.0   32.0   0.15 | 0.213 0.00014 25.9 0.0283 12.6
  61   nan   nan -16.42   -0.24    46.5    -0.6   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   28.5   69.9   97.6   0.17 | 0.285 0.000111 21.9 0.0378 12.4
  62   nan   nan -16.58   -0.06    46.6    -0.6   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   59.9   40.0   99.9   0.20 | 0.599 8.49e-05 23.3 0.034 12.2
  63   nan   nan -16.63   -0.04    46.5    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   54.2   45.8   99.9   0.18 | 0.542 6.64e-05 25.9 0.0363 12
  64   nan   nan -16.65   -0.00    46.7    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   40.1   59.5   99.6   0.21 | 0.401 6.45e-05 21 0.0343 12
  65  0.00  0.00 -16.71   -0.11    46.9    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   38.6   61.4  100.0   0.22 | 0.386 7.62e-05 24.4 0.0377 12
  66  0.00  0.00 -16.76   +0.03    47.4    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   33.9   62.7   96.6   0.19 | 0.339 8.79e-05 24 0.0369 12
  67  0.00  0.00 -16.67   +0.07    47.8    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   25.4   46.9   71.1   0.18 | 0.254 8.19e-05 22.1 0.0358 11.9
  68  0.00  0.00 -16.64   -0.03    48.1    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   24.3   49.2   71.4   0.17 | 0.243 8.27e-05 25.9 0.0358 11.9
  69  0.00  0.00 -16.69   -0.04    48.0    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   39.3   58.6   91.1   0.13 | 0.393 6.04e-05 21.9 0.0367 12
  70  0.00  0.00 -16.76   -0.04    47.5    -0.7   -0.6 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   31.6   67.7   98.1   0.12 | 0.316 7.07e-05 23.3 0.0362 11.9
  71  0.00  0.00 -16.76   +0.03    49.5    -0.7   -0.4 |  0.0  0.0  0.0  0.0 |    0    0    0    0 |   29.1   63.4   83.0   0.13 | 0.291 7.95e-05 25.5 0.0339 11.9
  72  0.00  0.00 -16.75   +0.11    52.6    -0.5   -0.4 |  0.2  0.2  0.3  0.3 |    0    0    0    0 |   31.0   34.3   50.8   0.19 | 0.31 9.73e-05 19.6 0.0278 12
  73  0.00  0.00 -16.45   +0.29    52.3    -0.6   -0.3 |  0.6  0.6  0.6  0.6 |    0    0    0    0 |   23.0    0.4    0.4   0.22 | 0.23 0.000174 22.4 0.0269 12.1
  74  0.00  0.00 -16.32   -0.02    52.5    -0.6   -0.3 |  0.0  0.0  0.1  0.1 |    0    0    0    0 |   23.1    0.0    0.0   0.24 | 0.231 0.000239 24.5 0.0212 12.1
  75  0.00  0.00 -16.36   -0.04    52.7    -0.4   -0.8 |  0.2  0.1  0.2  0.2 |    0    0    0    0 |   28.9    0.0    0.0   0.17 | 0.289 0.000267 21.6 0.0209 12
  76  0.00  0.00 -16.46   -0.12    53.3    -0.8   -2.3 |  0.6  0.4  0.8  0.7 |    0    0    0    0 |   25.6    0.0    0.0   0.17 | 0.256 0.000282 24.9 0.0249 12
  77  0.00  0.00 -16.52   +0.04    54.3    -1.8   -2.4 |  2.2  1.3  1.3  0.7 |    0    0    0    0 |   16.7    0.0    0.0   0.17 | 0.167 0.000302 22 0.0246 11.8
